hypertrophy,prostate
tumor,appendix
abnormal,appendiceal orifice
distension,abdomen
sensory deficits,unspecified
mucin vacuoles,appendix
thickened appendix,appendix
lymphovascular invasion,appendix
fat stranding,unspecified
abdominal distention leg swelling,unspecified
dyspnea,lung
conjunctival pallor,eye
scleral icterus,eye
afebrile,unknown
normotensive,unknown
tachycardic,heart
murmur,heart
cardiomegaly,heart
rapid,heart
response,heart
hypokinesia,heart
2 diastolic dysfunction,heart
valve prolapse,heart
mitral regurgitation,heart
tricuspid regurgitation tr,heart
dilated atria,heart
right ventricular enlargement,heart
tsh,thyroid
enlarged,thyroid
nodules,thyroid
ascites,liver
ascitic fluid,liver
portal hypertension,liver
hypertension dyslipidemia,unknown
regional wall motion abnormalities,heart
cirrhosis,liver
ascites,liver
Abdominal pain,pancreas
Fever,unspecified
Malrotation,intestine
Dilatation,pancreatic duct
Epigastralgia,pancreas
Back pain,pancreas
Round stone,common bile duct
Pancreatic calculus,pancreatic head duct
Filling defect,common bile duct
Maljunction,pancreas
Amylase level in bile juice,pancreas
Reactive lymph follicle and lymphocytic infiltration,gallbladder
Neoplastic lesion,gallbladder
cervical lymph node metastasis,cervical
bleeding loss,neck
general weakness,unspecified
hypertension,unspecified
hyperparathyroidism,unspecified
anemia,unspecified
myeloblastic,unspecified
seizures,brain
fever,body
diarrhea,gut
abdominal pain,abdomen
hypotension,heart
pallor,skin
right upper quadrant abdominal tenderness,liver
murphy s sign,liver
toxicity,liver
neurological findings,brain
constipation,colon
painful defecation,anorectum
streaks of blood,rectum
wiping,unspecified
weight loss,unspecified
inflammation,rectum
congestion erythema,rectum
friability,rectum
ulcerations,rectum
abnormalities,colon
infiltrate,rectum
crypt abscesses,rectum
granulomas,rectum
negative,unspecified
mycobacterium,stool
vomiting,unspecified
diarrhea,unspecified
cough,lung
renal failure hypertension,kidney
anemia,blood
proteinuria,kidney
hematuria,kidney
cyanosis,nail
thrombocytopenia,blood
centrilobular nodules,lung
lesions,brain
neurologic abnormalities,brain
abnormalities,unspecified
hydrocephalus,brain
anencephaly,brain
cheilopalatognathus,mouth
fever,unspecified
dyspnea,lung
fatigue,unspecified
dizziness,unspecified
jaundiced,liver
edema,lower limbs
jugular turgor,neck
thready pulse,heart
tachycardia,heart
hypotension,blood vessels
tachypnea,lung
crepitations,lungs
hepatomegaly,liver
splengomegaly,spleen
hyperbilirubinemia,liver
atrial fibrillation,heart
inhomogeneity,liver
diameters,liver
ascites,abdomen
contraction,heart
right atrium diastolic collapse,heart
inspiratory changes,lungs
retrosternal mediastinal mass,mediastinum
calcifications,mediastinum
air bubbles,mediastinum
mass,mediastinum
decement,heart
constrictive,pericardium
pink amorphous material,mediastinum
amyloid deposits,bone
pleural effusion,lungs
infections,unspecified
bacteria,blood
bone lesions,bone
low uptake,mediastinum
hyperglycemia,pancreas
edema,lower limbs
dyspnea,lung
tachypnea,lung
pleural effusion,lungs
symptom,hemorrhagic skin blisters
organ,skin
symptom,trauma
organ,unspecified
symptom,swelling
organ,ankle
symptom,ecchymosis
organ,skin
symptom,tenderness
organ,ankle
symptom,deficits in distal motor or sensation
organ,legs
symptom,distal fibula fracture
organ,fibula
symptom,talar subluxation
organ,talar
symptom,hematoma block
organ,unspecified
symptom,closed reduction
organ,unspecified
symptom,fracture displacement
organ,unspecified
symptom,fracture blisters
organ,skin
symptom,blisters
organ,skin
symptom,necrosed
organ,skin
symptom,necrotic layer
organ,skin
symptom,reepithelialization
organ,skin
symptom,maceration
organ,skin
symptom,wound complications
organ,skin
abdominal pain,abdomen
distension,abdomen
vaginal discharge,vagina
fever,body
pyrexial,body
tenderness,abdomen
sited tenderness,abdomen
note,abdomen
decreased bowel sounds,bowel
air,lungs
distended loops,small bowel
low albumen,liver
adhesions,abdomen
adhesionolysis,abdomen
loops,small bowel
peritoneal,abdomen
fistula,bowel
sleepiness episodes,unspecified
sudden muscular weakness,unspecified
laughing visual,unspecified
auditory hallucinations,unspecified
falling asleep,unspecified
sleep paralysis,unspecified
sleepiness,unspecified
anxiety,unspecified
depression,unspecified
apnea hypopnea,unspecified
impairment,brain
cataplexy symptoms,unspecified
clinical symptoms,unspecified
phase,cerebrum
symptoms,unspecified
symptom,symptoms
value,unspecified
symptom,nodules
value,brain
seizures,unspecified
left hand erythema,hand
tenderness,hand
right knee swelling,knee
edema,brain
seizure,unspecified
stupor,unspecified
neurological deficit,unspecified
headaches,unspecified
nodular calcifications,brain
edema,brain
right parietal cyst,brain
enlarged neck mass,neck
hoarseness,larynx
hoarseness,vocal cord
dyspnea,lungs
hypercalcemia,blood
left vocal cord paralysis,vocal cord
tumor invaded,neck
pulmonary nodules,lungs
tumor invasion,neck
muscle spasms,muscles
muscle spasms,muscles
arching,back
sudden noise,unspecified
symptoms,unspecified
symptoms,weakness
Organ,unspecified
symptoms,urinary incontinence
Organ,bladder
symptoms,lost consciousness
Organ,brain
symptoms,headache
Organ,brain
symptoms,fall
Organ,unspecified
symptoms,seizure
Organ,brain
symptoms,flaccid paralysis
Organ,muscles
symptoms,gyriform pattern
Organ,brain
mismatch,unspecified
desensitization,unspecified
pink and urine,kidney
rejection fig,kidney
complications,generalized
bilateral lower extremity weakness,unspecified
flank pain,right-sided
cyst formation,ovarian
side effects,unspecified
relapse,unspecified
vaginal bleeding,vaginal
fever flank pain,unspecified
paraparesis,unspecified
pyelonephritis,kidney
demyelinating lesion,C1-C4
inability,hand
extend all fingers,metacarpophalangeal
loss,tendon
degloving,skin
skin loss,skin
extensor tendon loss,tendon
stiffness,unspecified
deficits,wrist
flexion,finger
scarred,skin
extensor tendon defects,tendon
tension,unspecified
complications,unspecified
wrist flexion,wrist
flexors,wrist
cough,lung
fever,body
tired,body
air entry,lung
crackles,lung
opacities,lung
peripheral predominance,lung
deteriorated,respiratory
seizure,brain
subcortical hypodensity,brain
brain symptomatology,unspecified
brain tumor,unspecified
mass,lateral ventricle
ascites,liver
liver atrophy,liver
poor,unspecified
high,unspecified
ischemic,unspecified
blood loss,unspecified
cholestasis,liver
ascites,liver
hepatic flow,liver
surgical complications,unspecified
elevation,unspecified
hepatobiliary,liver
fever,liver
leukocytopenia neutropenia,bone marrow
macrophages,bone marrow
sepsis,unspecified
fever,liver
splenic artery embolism,spleen
bacterial sepsis,unspecified
hps,bone marrow
anemia,bone marrow
thrombopenia,bone marrow
hemolytic anemia,bone marrow
hps,bone marrow
leukopenia,bone marrow
oxidative stress,unspecified
hypercytokinemia,unspecified
skin rash,skin
proliferation,bone marrow
jaundice,liver
symptoms,unspecified
organ,unspecified
ventricular,heart
fibrillating heart,heart
bleeding,unspecified
injury,unspecified
mediastinal reexploration,unspecified
stabilized,unspecified
dilatation,ventricle
ivus,unspecified
headache,unspecified
uncontrollable left hand movements,brain
distressed,unspecified
anemia hypertension,unspecified
intracranial hemorrhage glaucoma breast cancer,brain
remission,unspecified
cataracts,eye
carotid bruits,neck
edema cyanosis,unspecified
clubbing,unspecified
alert,brain
oriented,brain
fluent speech,brain
dysarthria,brain
pupils,eye
left frontal parasagittal hematoma,brain
delusions,unspecified
Hallucinations,unspecified
irritability,unspecified
restlessness,unspecified
aggressive behavior,unspecified
tremors,both upper limbs
rigidity,both upper limbs
refusal of,unspecified
seizure episodes,unspecified
learning and social difficulties,unspecified
tubers,frontal and insular cortex
intraabdominal hemorrhage,abdomen
right upper quadrant abdominal pain,abdomen
chest pain,chest
nausea,unspecified
vomiting,unspecified
fluid,pancreas
pancreatic hemorrhage,pancreas
fistula,liver
abdominal distension,abdomen
lesser sac hematoma,pancreas
pseudoaneurysm,spleen
decreased appetite,unspecified
hematochezia,colon
abdominal pain,abdomen
weakness,unspecified
anemic,unspecified
abnormalities,spleen
hematoma anterior,spleen
multiphelemyeloma,bone
difficulty in initiating movement,unspecified
muscle weakness,muscle
unable to open his eyes,eyes
myotonic discharges,muscle
truncal instability,unspecified
difficulty,gait
falls,unspecified
difficulty,gait
dysarthria,unspecified
ataxia,cerebellum
rigidity,lower limbs
bradykinesia,unspecified
dystonia,lower limbs
plethoric,face
hyperintensities,caudate
nervousness,unspecified
shakiness,unspecified
swelling,hand
swelling,hand
pain,hand
tenderness,hand
burning sensation,hand
erythromelalgia,hand
pain,hand
pain,hand
pain,hand
pain,hand
pain,hand
swelling,hand
edema,hand
edema,hand
pain,hand
sunburn,hand
fever,unspecified
headache,unspecified
altered mental status,unspecified
tachycardic,unspecified
confused,unspecified
febrile,unspecified
neck rigidity,neck
disorientation,time
alertness,unspecified
anemia,unspecified
altered mental status,brain
cerebral hemispheres,brain
deep gray matter,brain
midbrain,brain
parenchymal lesions,brain
symptom,agitation
value,unspecified
symptom,cognitive impairment
value,brain
symptom,cognitive defects
value,brain
symptom,lost in the memory
value,brain
symptom,amnesic memory loss
value,brain
symptom,dementia
value,brain
symptom,agitation wandering
value,unspecified
symptom,resistance
value,unspecified
symptom,decline
value,brain
symptom,unseen behaviours
value,unspecified
afebrile,unspecified
abnormality,unspecified
unresponsiveness,unspecified
hyperglycemia,unspecified
hypoglycemia,unspecified
status epilepticus,brain
cerebral edema,brain
slow,brain
fevers,respiratory
of,unspecified
inability to walk,unspecified
fever,unspecified
to dental problems,unspecified
meningeal signs,brain
attack,unspecified
irritation,penile glans
lesion,penile glans
discomfort,penile glans
dimple,penile glans
painful,penile glans
inflamed,penile glans
discharge,urethra
opening,penile glans
erection,unspecified
sequelae,unspecified
opacification,unspecified
hypoplastic urethra,urethra
urethra terminating,penile shaft
duplication,urethra
postoperative complications,unspecified
irritation,penile glans
left lower abdominal pain,unspecified
left ovarian cyst,ovary
recurrence,unspecified
hypertension,unspecified
mass,adnexal region
atrophic,ovary
hematoma,pelvis
enlarge,unspecified
inflammatory response,unspecified
bleeding,unspecified
aneurysm,pelvis
flow,unspecified
rupture,LOV
distension,LOV
muscle weakness,unspecified
paresthesia,unspecified
tingling sensation,lower extremities
myalgias,lower extremities
pain,back
pain,shoulder blades
fatigue headaches,head
cough,respiratory
loss of taste,oral
loss of taste,oral
pain,toe
tumor,foot
Cys282Tyr C282Y mutation,unspecified
Headache,brain
GRE hypointensities,unspecified
fever,unspecified
parasitemia,blood
dysarthria,brain
urinary incontinence,bladder
truncal ataxia symptoms,cerebellum
cerebellar ataxia,cerebellum
dazed,unspecified
unable to use appropriate,brain
hyponatremia,kidney
lesion,brain
weakness,unspecified
vertigo,unspecified
hypothyroidism,thyroid
fatigue,unspecified
chest discomfort,heart
bradycardia,heart
polyuria,unspecified
polydipsia,unspecified
metastatic scc,lymph nodes
response,scans
fatigue,unspecified
hypotension,unspecified
inflammation,pituitary stalk
lesions,brain
emesis,unspecified
malaise,unspecified
diarrhea,unspecified
hyponatremia,unspecified
dehydration,unspecified
nephrolithiasis,kidney
neoplastic processes,unspecified
mass,nasal cavity
fear,abdominal
narrow,spaces
myomas,uterus
right adnexa parametria,ureter
power morcellation,corpus uteri
complications,unspecified
malignancy,unspecified
pathology,unspecified
right earache headache,unspecified
vertigo,unspecified
hemorrhage,cerebellum
hemorrhage,fourth ventricle
mass,cerebellum
cough,unspecified
dizziness,unspecified
right middle lobe lung mass,lung
left occipital lobe brain metastasis,brain
mass,brain
dry cough,unspecified
dyspnoea,unspecified
paraesthesiae,feet
left foot drop,feet
rash,feet
peripheral oedema,unspecified
hypertension,unspecified
occipital infarct,brain
pulmonary fibrosis,lungs
peripheral nodules,lungs
intralobular septal thickening,lungs
traction bronchiectasis,lungs
punctuate,brain
headache,periorbital area
ptosis,eye
diplopia,eye
pain,periorbital region
dull pain,periorbital region
pupil response,eye
downward displacement,eye
abnormalities,visual field
conjunctival injection,unspecified
chemosis,unspecified
periorbital edema,unspecified
mass lesion,cavernous sinus
tumors,unspecified
listlessness,unspecified
altered mental,brain
confused,unspecified
agitated,unspecified
corneal reflexes,eye
pupillary reflexes,eye
clear lung sounds,lung
murmurs,heart
gallops,heart
muscle rigidity,muscle
hyperhidrosis,skin
confusion,brain
agitation,brain
pupils,eye
dysarthria,brain
acute changes,brain
decorticate posturing,brain
cough reflex,brain
obtunded unable to follow commands,brain
vertical eye movements,eye
hyperdensity,brain
occlusion,brain
infarction,brain
hemorrhage,brain
hypertensive,unspecified
thick uterine wall,uterus
trauma,unspecified
anemia,blood
ascites,abdomen
bleeding,liver
adrenal,adrenal
dic,blood
hypotension,heart
clinical condition,unspecified
asymptomatic lesions,cerebellar
seizure cps,unspecified
seizure,unspecified
oropharynx automatism,unspecified
effect,unspecified
jerks,shoulder
spike,unspecified
schizencephaly,temporal-parietal lobe
symptoms,unspecified
FHD,unspecified
epileptic seizures,unspecified
hearing loss,right ear
vertigo,unspecified
facial numbness,face
unsteady,unspecified
right ear sensory hearing loss ataxia diminished sensation,right face
hearing loss,unspecified
compressed,brain stem
Weakness,unspecified
Urinary retention,bladder
Paraplegia,spinal cord
Delirium,brain
Coma,brain
Leukocytes,blood
Protein,cerebrospinal fluid
Glucose,cerebrospinal fluid
Lesions,thalamus
Inversion recovery flair,thalamus
epistaxis,unspecified
bruising,unspecified
hypertension,unspecified
proteinuria,kidney
hepatomegaly,liver
thromboembolism,unspecified
progression,lung
subtrochanteric,bone
hcm,heart
poor,unspecified
open reduction,unspecified
internal fixation,unspecified
recovery,unspecified
abdominal pain,unspecified
nausea,stomach
vomiting,stomach
weight loss,unspecified
anastomotic leak,abdomen
pulmonary edema,lungs
hypokinesia,heart
mitral regurgitation,heart
tricuspid regurgitation,heart
pulmonary artery hypertension,heart
septum,heart
pericardial effusion,heart
tachycardia,heart
r wave progression,heart
bnp,heart
hypotension,heart
metabolic acidosis,kidneys
chilled peripheries,skin
vasoconstricted,blood vessels
falling,unspecified
alert,brain
opening eyes,brain
command gaze,brain
extensor planter reflex,brain
hyperintensity,brain
ruq pain,liver
nausea,gallbladder
vomiting,gallbladder
hypertension,unspecified
dyslipidaemia,unspecified
systemic upset,unspecified
tender,liver
distended gallbladder,gallbladder
cholelithiasis,gallbladder
gallbladder wall thickening,gallbladder
hypoattenuation,gallbladder
visceral structures,unspecified
fluid resuscitation,unspecified
necrotic,gallbladder
torted,gallbladder
spillage,gallbladder
discharge,unspecified
cardiac ischaemia,heart
gangrenous,gallbladder
colicky left lower abdominal pain hematochezia,colon
generalized body weakness,unspecified
weight loss,unspecified
diarrhoea,unspecified
abdominal swelling,unspecified
hypertensive,unspecified
diabetic,unspecified
pale,overall body
dehydrated,overall body
hypotension,unspecified
hypertrophied right paramedian scar,abdomen
whole,unspecified
mass lesion,sigmoid
sigmoid mass,sigmoid
tumour,colon
headaches,unspecified
weakness,unspecified
gait instability,unspecified
seizure,brain
tumor,brain
spinal metastasis,spinal
proliferation of cells,unspecified
syncytium,unspecified
constipation,unspecified
rectal bleeding,unspecified
bone pains,pelvis
mass,rectum
occluding,rectum
white,unspecified
well,unspecified
signs symptoms,unspecified
headaches,brain
gait imbalance,brain
dizziness,brain
compression,brainstem
enlargement,unspecified
Headache,unspecified
Dizziness and disequilibrium,unspecified
Left sided weakness,subthalamic
Severe headache,unspecified
symptoms,seizures
organ,unspecified
symptoms,sleep
organ,brain
symptoms,psychomotor development delay
organ,unspecified
symptoms,epileptic
organ,brain
symptoms,tumour
organ,brainstem
edema,lower limbs
edema,lower limbs
headache,unspecified
arthralgia,unspecified
pitting edema,lower limbs
skin lesions,unspecified
ataxia,unspecified
diplopia,unspecified
lesions,spinal cord
hypokalemia,unk
tumor,lung
cough,lung
lung lesion,lung
subcarinal lymph node,lymph
liver nodule,liver
brain involvement,brain
neuroendocrine,liver
liver,liver
apoptosis,unspecified
liver metastasis,liver
disease progression,unspecified
hepatic metastases,liver
pain,unspecified
fatigue,unspecified
weakness,unspecified
fevers chills weight changes,unspecified
bruisability,unspecified
fractures,unspecified
facial plethora,face
supraclavicular dorsocervical fullness,neck
acanthosis hirsutism striae,skin
ecchymoses,skin
proximal muscle weakness,muscle
reflexes,muscle
pretibial edema,leg
delayed relaxation,muscle
hypokalemia metabolic alkalosis,unk
hypernatremia,blood
hypothyroidism,thyroid
nodal metastases,unspecified
hypercalcitoninemia,unspecified
pheochromocytoma,adrenal
small nodules,liver
enlarged parathyroid gland,parathyroid
hyperparathyroidism,parathyroid
lesions,liver
spotty calcifications,liver
liver metastases,liver
mutation,unspecified
sudden weakness,unspecified
loss of consciousness,unspecified
falling down,unspecified
attacks,unspecified
lower urinary tract symptoms,bladder
enlarged,prostate
trabeculations,bladder
distended,abdomen
soft,abdomen
hematuria,bladder
leak,bladder
bladder neck contracture,bladder
extraperitoneal extravasation,unspecified
poor appetite poor sleep nausea,unspecified
dyspeptic symptoms,unspecified
l,unspecified
bland,kidneys
proteinuria,kidneys
c4 and,unspecified
star fruit symptoms,kidneys
nephritis,kidneys
balance problems,unspecified
brain metastases,brain
lesion,lung
imbalance,unspecified
gait disorder,brain
other complaints,unspecified
enlarged cardiac silhouette,heart
brain tumour,unspecified
distant heart sounds,heart
mass,pericardium
mass,heart
difficulty swallowing,unspecified
rash,skin
difficulty speaking dribbling of food from both sides of the mouth loss of taste,mouth
inability to close his eyes,eyes
numbness,lower limbs
decrease,sensation
sensation,lower limbs
quadriparesis,muscles
bladder,unspecified
sensation back pain neck pain,back unspedified neck
breathing difficulty,lungs
neck muscle weakness,muscles
altered sensorium,brain
seizures,brain
chickenpox lesions,skin
facial nerve involvement,facial nerve
ninth tenth and twelfth cranial nerve palsies,nerves
areflexic quadriparesis,muscles
proximal muscle involvement,muscles
sensory loss,sensory organs
fine touch pain temperature,sensory organs
papilloedema,eyes
csf pleocytosis,central nervous system
serology,blood
enhancement,spine
thoracic discomfort,unspecified
dyspnea,unspecified
tachypnea,unspecified
hyperhidrosis,unspecified
rhonchi,lung
palsy,face
subcapital femur,femur
stenosis,coronary artery
st elevation,heart
q wave formation,heart
ballooning,heart
blurred vision double vision,eye
dysphagia,esophagus
imbalance,unspecified
facial palsy,face
neurological symptoms,unspecified
stroke,brain
hypertension,unspecified
hypoventilation,lungs
hypercapnia,lungs
brady,heart
tachycardia,heart
sweating,skin
hypothermia,body
diplopia,eye
hemiparesis,brain
CheyneStokes breathing pattern,lungs
gait difficulties,legs
rigidity,legs
weakness,legs
urinary urgency,bladder
incontinence,bladder
erectile dysfunction,genitals
dysarthria,brain
achilles clonus,ankle
babinski sign,brain
altered mental status,brain
unresponsive,brain
epidural abscess,spine
febrile,unspecified
fluid,unspecified
unconscious,brain
bacteremia,unspecified
low back pain,back
degenerative changes,spine
fevers,unspecified
oliguria,kidney
fluid retention,body
enlarged,kidney
edema,body
symptom1,kidney
improvement,unspecified
volume overload,body
electrolyte disturbances,body
hematuria,kidney
pain,kidney
infarction,kidney
tumor margins,skin
parotid mass,parotid
metastasis,lung
disease progression,lung
tumor growth,lung
mutation of uncertain significance,lung
fluid retention,body
pulmonary nodules,lung
lys,unspecified
pulmonary lymphadenopathy,lung
lymphadenopathy,lung
hematuria,kidney
pain,kidney
tumor regression,skin
neck stiffness,unspecified
spasm,unspecified
jaw pain,jaw
headache,unspecified
toothaches,tooth/jaw
neck spasm,unspecified
pain,unspecified
upper respiratory,unspecified
cough,pulmonary
dyspnea,pulmonary
pulmonary nodules,pulmonary
fever,unspecified
hypoxia,pulmonary
tachycardia,unspecified
septic emboli,unspecified
skin papules,skin
lesions,skin
lymphocytic infiltration,skin
nodules,pulmonary
inflammatory response,pulmonary
lung involvement,lung
progression,unspecified
confluence,pulmonary
peribronchovascular lung opacities,pulmonary
cutaneous lesions,skin
marrow involvement,bone marrow
hypogammaglobulinemia,blood
headache,unspecified
migraine,unspecified
migraine,unspecified
aura,unspecified
migraine,unspecified
headache,unspecified
coughing,unspecified
headache,brain
headache,unspecified
headache,unspecified
paresis,hemibody
stroke,MCA
thrombus,MCA
spasticity,limbs
recurrence,meningioma
occlusion,MCA
hyperintense area,MCA
gait instability,unspecified
falls,unspecified
hypophonia,unspecified
trouble remembering recent,brain
incontinence,bladder&bowel
progressive and persistent issues with swallowing,esophagus
cerebellar atrophy,cerebellum
parkinsonism,brain
dementia,brain
lewy bodies,brain
corticobasal degeneration,brain
autonomic dysfunction,unspecified
muscle rigidity,muscle
bradykinesia,muscle
convexity,skull
hummingbird sign,skull
hypometric vertical saccades,eye
fever,unspecified
sore throat,throat
altered level of consciousness,brain
urinary incontinence,bladder
jaundice,liver
meningeal irritation,brain
dilated pupils,eye
rigidity,muscles
attacks,unspecified
right upper quadrant abdominal pain,liver
vomiting,unspecified
cholelithiasis,gallbladder
biliary sludge,bile ducts
masses,breast
pathology,unspecified
adhesions,omentum
inflamed,gallbladder
complication,unspecified
findings,breast
shortness of breath sob,lungs
pleuritic chest pain,lungs
dyspnea,lungs
chest pain,lungs
th pain,lungs
pain,lungs
diminished breath sounds,lungs
lactic acidosis,blood
headache,unspecified
visual,unspecified
seizure activity,unspecified
genital abnormalities,unspecified
polydactyly,hand
webbing,hand
mass,brain
vision loss,eyes
darkening of,eyes
papilledema,eyes
blurry vision,eyes
extraocular movements,eyes
symptoms,unspecified
symptoms,unspecified
headache,unspecified
disorientation,unspecified
scotomas,unspecified
aphasia,temporal
scotomas,unspecified
hypoglycemia,unspecified
tachycardia sweeping,heart
neuroglycopenic symptoms,brain
confusion,brain
dizziness,balance
blurred vision,eye
asthenia,body
tiredness,body
abdominal distension,abdomen
headaches,unspecified
visual acuity,left eye
visual loss,left eye
anosmia,unspecified
perception,left eye
afferent pupillary defect,left eye
pallor,left optic disk
suprasellar mass,brain
compression,left optic apex
edema,brain
exotropia,unspecified
redness,eye
conjunctival cyst,eye
cyst,eye
symptom1,unspecified
value1,body
symptom2,neck
value2,pain
symptom3,unspecified
value3,body
symptom4,bladder
value4,weakness
symptom5,bladder
value5,incontinence
symptom6,unspecified
value6,body
symptom7,abdomen
value7,tenderness
symptom8,unspecified
value8,body
symptom9,unspecified
value9,abdomen
symptom10,unspecified
value10,lung
symptom11,unspecified
value11,brain
lower limb weakness,legs
visual,eyes
right lower limb weakness,legs
cognitive,brain
motor deterioration,muscles
serum,blood
paraphasia,brain
hallucination,brain
hypertension,unspecified
trouble,hip
b3,unspecified
taper stem,femur
rehabilitation,unspecified
dislocation,hip
incident,unspecified
zimmer,unspecified
ambulating,hip
confidence,hip
speaking,unspecified
unable to sit unsupported,spine
swallowing difficulty,throat
dysmorphic features,face
muscle wasting,muscles
limb contractures,joints
disc pallor,eyes
hyperpigmentation,skin
dyspnea,lungs
hypertension,unspecified
chest pressure with exertion,heart
pulmonary embolism,unspecified
reduced,heart
hematemesis,stomach
narrowing,trachea
compression,trachea
narrowed segment to maintain airway,trachea
dyspnea,unspecified
holosystolic murmur,apex
right leg pain,unspecified
left upper abdominal tenderness,abdomen
guarding,unspecified
arterial occlusion,femoral
splenic infarction,spleen
femoral arterial embolism,femoral
carney complex,unspecified
obstruction,RV outflow tract
valve regurgitation,mitral
gravida,unspecified
normotensive,unspecified
history of diabetes mellitus,unspecified
hypocoiled cord,cord
dysphagia,unspecified
neck mass,thyroid
mass,thyroid
extension,thyroid
vascular space invasion,thyroid
activity,thyroid
tg,thyroid
Tonic clonic seizures GTCS,unspecified
Embolic events,unspecified
Bleeding,unspecified
Status epilepticus,unspecified
Seizures,unspecified
Well,physical
Interictal phase,unspecified
Plaques,carotid
Asymptomatic,unspecified
Intracranial hemorrhage,brain
renal dysfunction,kidney
Epileptiform discharges,brain
asymptomatic gross hematuria,kidney
tumor,kidney
tumor thrombus,renal vein
tumor,liver
lymph node metastasis,lymph nodes
lung metastasis,lungs
intramuscular metastasis,femoral muscle
liver invasion,liver
resected,liver
icgr15,liver
tumor invasion,liver
hepatic inflow occlusion,liver
closure,vena cava
tumor cells,renal vein
tumor cells,right adrenal gland
pathological difference,unspecified
necrosis,tumor
invasion front,unspecified
symptom,headaches
organ,temporal region
symptom,clonic seizure
organ,unspecified
lesion,upper extremity
deposit,lymph node
nodule,upper extremity
swelling,lower extremity
mass,intra-muscular
fdg uptake,gastrocnemius
lesions,upper and lower extremities
bowel lesion,small intestine
loss of consciousness,unspecified
rolling of eyeballs,unspecified
tongue bite,mouth
postictal confusion,brain
movements,brain
unresponsiveness,brain
myoclonic jerks,brain
screamed,larynx
clicking sound,larynx
irrelevant talk,brain
anemia,unspecified
hypoalbuminemia,unspecified
bleeding,stomach
erosion,stomach
polyps,stomach
lesions,stomach
irregular margins,stomach
curvature,stomach
lymphadenopathy,unspecified
gastric wall thickening,stomach
tumor,stomach
metastasis,unspecified
polyp,colon
t2,unspecified
tubular formation,mucoa
submucosa,stomach
difficulty speaking,unspecified
facial droop,facial
slurred speech,unspecified
right facial droop,facial
aphasia,brain
word finding difficulty,brain
twi,heart
st depression,heart
right axis deviation,unspecified
occlusion,ICA
reconstitution,MCA
thrombus,MCA
right ventricle systolic function,heart
akinesia,heart
cortical infarction,brain
pelvic pain,unspecified
mass,pelvis
mass,adnexal
cystic structure,pelvis
cystic structure,left adnexal
endometrial cavities,uterus
duplicated,uterus
dilated,vagina
hemorrhagic,left ovary
infected,left adnexal
pain,spleen
subcapsular hyperechoic collection,spleen
laceration,spleen
hematoma,spleen
free fluid,unspecified
stone,kidney
laceration,spleen
symptom1,unspecified
symptom1,hearing
symptom2,colon
symptom1,brain
symptom,unspecified
symptom,heart
symptom,brain
bilateral lower extremity weakness,leg
weakness,leg
muscle twitching,muscle
unable to stand,unspecified
unable to walk,unspecified
swelling,mandible
skin lesion,mandible
trauma,unspecified
trismus limited mouth opening,mandible
difficulties,mouth
radiolucency,bone
lesion,bone
ulcerated area,skin
cystic formations,bone
malignant,bone
pleomorphism,unspecified
hypercromatism,unspecified
mucous,cells
tumor,bone
Back pain,back
Muscle spasm,back
Pain,unspecified
Lesions,spine
Mass,brain
Mass,head
Mass,back
malaise,unspecified
fatigue,liver
fatigue abdominal distension,liver
poor appetite,liver
jaundice,liver
yellow urine,liver
coma,unspecified
otorrhagia,both ears
right hemiparesis,brain
brain edema,brain
subarachnoid hemorrhage,brain
contusion,left temporal-parietal region
contusions,left temporal-parietal region
hypertension,unspecified
lesion,lung
right lower abdominal pain,unspecified
deterioration of,liver
enlargement,nodule
nodule,lung
nodule,lung
confusion loose stools,unspecified
chills,unspecified
neurological deficits,unspecified
gait instability,unspecified
intraventricular hemorrhage ivh,brain
focal neurological deficits,brain
seizure,unspecified
hypertension,unspecified
mass,pineal region
cytoplasm,unspecified
necrosis,unspecified
neoplasm,unspecified
necrosis,unspecified
swelling,lower limb
unilateral leg swelling,lower limb
pedal oedema,lower limb
epigastric abdominal pain,abdomen
vomiting,abdomen
lethargy or loss of consciousness,unspecified
abdominal pain,abdomen
singultus,unspecified
hiccups,unspecified
dizziness,unspecified
diplopia,brain
nausea,unspecified
gait disturbances,unspecified
eye,unspecified
facial asymmetry,face
hyperreflexia,brain
hyperacusis,ear
abducens nerve palsy,brain
awake cooperative,unspecified
deficit,unspecified
hemianopia,brain
contralesional upper limb motor deficit,brain
neglect,brain
tactile impairment,brain
proprioceptive impairment,brain
movements,unspecified
difference,unspecified
paraparesis numbness,legs
inability to void,bladder
diaphoresis,unspecified
hypertension,heart
sensory loss,spine
standing up,unspecified
hearing loss,N/A
dizziness,unspecified
nausea,unspecified
right hearing loss,ear
right perceptual deficit,ear
symptoms,unspecified
mass,axillary
headache,unspecified
visual impairment,unspecified
hypermetabolism,sella turcica
hypermetabolism,sella turcica
lesion,pituitary gland
enhancement,pituitary gland
neck pain,neck
numbness,arms
numbness,all four limbs
pain,unspecified
weakness,legs
paraparesis,unspecified
intramedullary mass,cervical spine
left facial weakness,facial
slurred speech,unspecified
horizontal nystagmus,unspecified
left gaze-evoked nystagmus,unspecified
nystagmus left skew deviation,unspecified
left arm weakness,arm
nausea,stomach
vomiting,stomach
abdominal pain,abdomen
left ear drainage,ear
dehydration,unspecified
otitis media,ear
